,prognosis,symptoms,diagnosis
5698,,"Difficulty swallowing liquids and solids,fever,Slurred speech or difficulty swallowing,Irritability,Drooling due to lack of control over the muscles of the face,Emotional or personality changes, such as anger, agitation, depression, irritability, and overly happy,Blisters in or around the mouth and throat, causing feeding problems or swallowing difficulty,Swollen gums,Mouth pain",Osteoarthritis
5699,,"Nausea and vomiting,Difficulty swallowing liquids and solids,Hoarseness,Chest discomfort,Bloating or abdominal gas,Abdominal pain, more so in the right, upper part of the abdomen; pain is intense, continuous or stabbing,Pain in the upper right abdomen that may radiate to the back,Pain on the upper right side or upper middle part of the abdomen, it may also be felt in the back or below the right shoulder blade, the pain may come and go and feel sharp, cramp-like, or dull,Pain in the right upper part of the abdomen,Chest pain or pressure (more likely with exercise),Chest pain (angina) or other signs of coronary artery disease may be present at a young age,Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Osteoarthritis
5700,,"Stroke symptoms,Webbing or fusion of the toes,Curvature of spine,Big toe turned outward toward the other toes and may cross over the second toe, as a result, corns and calluses often develop where the first and second toes overlap,Sudden stroke-like symptoms such as trouble speaking, drooping on one side of the face, weakness of an arm or leg, and loss of balance,Foot pain with walking, standing, and running,Large and muscular-looking calves (pseudohypertrophy), which are not actually strong",Osteoarthritis
5701,,"Pain in the abdomen,Nausea and vomiting,Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,diarrhea",Osteoarthritis
5702,,"Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,Cough,Headache,Excessive sweating,fever,Rashes,chest pain",Arthritis
5703,,Changes in mental status or mood,Arthritis
5704,,"Fatigue(Feeling Tired),fever,Fever-- usually low-grade,Swollen lymph nodes in the neck, under arms, and groin,Night sweats,Chills,Sore throat,Rashes,Fatigue, reduced exercise ability,Muscle aches and joint stiffness from swelling of the tissue over the joint,Ulcers in the mouth and throat, and similar sores on the feet, hands, and buttocks",Arthritis
5705,,"Pustules (small red bumps containing white or yellow pus),Swelling (edema) in any area of the body, especially in the legs,Skin sores (lesions) that are red and swollen and range from 5 to 20 cm in diameter,Itching of the lips or skin around the mouth",Arthritis
5706,,"Pain in the abdomen,Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,Unintentional weight loss,Fatigue(Feeling Tired),fever,Night sweats,Fever with chills and sweating",Arthritis
5707,,"Average size trunk with short arms and legs (especially the upper arms and thighs),Spine curvatures called kyphosis and lordosis,Curvature of spine,A chest that sinks in or sticks out, called funnel chest (pectus excavatum) or pigeon breast (pectus carinatum),Movement of the lens of the eye from its normal position (dislocation)",Arthritis
5708,,"Pain in the abdomen,Cough,Unintentional weight loss,fever,diarrhea,Rashes,Rashes that are usually the same size and shape on both sides,Anemia",Arthritis
5709,,"Excessive sweating,Unusual and excessive sweating on face or palms,Drooping eyelids,Eye changes in pupil size,Sweating at night,Enlarged pupil in one eye",Arthritis
5710,,"Lack of coordination,Difficulty swallowing liquids and solids,Walking problems (unsteady gait) that can lead to falls,Slurred speech or difficulty swallowing,Delusions, depression, and agitation,Unstable or jerky walking,Decreased memory,Memory loss (amnesia) of events before the injury or right after",Arthritis
5711,,"Nausea and vomiting,Fatigue(Feeling Tired),Loss of appetite,Urination changes, such as little or no urine, excessive urination at night, or urination that stops completely,Bone and joint pain,Bone pain or tenderness,Constipation,Muscle twitching,Delusions, depression, and agitation,Muscle cramps,Irritability,Leaking urine,Headaches that come and go,Decreased memory,Headaches, throbbing, daily, irregular and worse in the morning",Arthritis
5712,,"Nausea and vomiting,Stupor (lack of alertness),Confusion,Fatigue(Feeling Tired),Joint pain,Loss of appetite,Bone and joint pain,Constipation,Excessive thirst,Delusions, depression, and agitation,Muscle cramps,Problem concentrating",Vertigo
5713,,"Shallow breathing,Stopped breathing or respiratory arrest,Difficulty breathing,Fatigue(Feeling Tired),fever,Chest discomfort,Chest tightness or congestion,Chills,Muscle twitching,Dry cough",Vertigo
5714,,"Hives (especially over the neck and face),Rashes,Blisters with oozing and crusting,Skin sore or rash that starts suddenly, and grows quickly in the first 24 hours,Blisters around the eyes and nose,Hives (urticaria), may last longer than 24 hours,Open sores with dead tissue (necrotic ulcers)",Vertigo
5715,,"Pain or feeling of fullness below the ribs from an enlarged liver or spleen,severe infections,Symptoms of chronic liver disease,Pale skin due to anemia (pallor),Weakened immune system,Anemia",Vertigo
5716,,"Unintentional weight loss,Excessive sweating,Fast or irregular heartbeat,Difficulty sleeping,Acting nervous,Change in bowel habits,Palpitations,Irritability,Bladder or bowel problems,Fatigue, reduced exercise ability,Chronic weight loss, even when eating habits and amounts are normal,Enlarged neck or presence of goiter, which may be the only early symptom,Feeling nervous",Vertigo
5717,,"Fainting/Drowsiness,Rapid heart rate,Difficulty breathing,Chest pain, which may increase after eating, or may be felt as pain in the back, neck, and arms,Fast or irregular heartbeat,Stiffness in the neck,Lower neck lump, which often grows quickly,chest pain,sharp, stabbing, tearing, or ripping chest pain,neck pain,Neck swelling",Vertigo
5718,,"Fainting/Drowsiness,Nausea and vomiting,Stupor (lack of alertness),Loss of appetite,Bone and joint pain,Unconsciousness,Irritability,Blurred vision,Symptoms of chronic liver disease,Double vision,Dim and blurred blind spot in the center of vision,Hair loss,weight gain",Vertigo
5719,,"Nausea and vomiting,Stupor (lack of alertness),Kidney failure,Fatigue(Feeling Tired),Lethargy,Dehydration,Loss of appetite,Bone and joint pain,Constipation,Excessive thirst,Kidney stones,Abnormal strength and direction of urine stream",Vertigo
5720,,"Light sensitivity,Blurred vision,Eye pain,Sensitivity to light, sound, touch,Bloodshot eyes",Vertigo
5721,,"Hot flashes,Mood swings,Loss of vision,Abnormal or increased menstrual bleeding in females,Loss of sexual desire,Loss of muscle tone (floppiness),Change in the size, shape, or feel of the breast or nipple,Disrupting hormone production by the pituitary gland,Breasts that feel full, swollen, or heavy,Hormone (endocrine gland) problems,Loss of interest in sex,Enlarged breasts",Vertigo
5722,,"Pale skin,Nausea and vomiting,Shortness of breath,Headache,weakness,Blood in the urine,Yellowing of skin and whites of the eyes (jaundice),Fast or irregular heartbeat,Muscle cramps,Palpitations,dark urine,Unusual sleepiness or tiredness",Acne
5723,,"Blood in the stool,Fatigue(Feeling Tired),Blood in the urine,Nosebleeds,Easy bruising and bleeding,Bleeding and swelling (rare) in the gums,Heavy menstrual periods,Bleeding gums,Rash, small pinpoint red marks on the skin (petechiae),Purpura",Acne
5724,,"Swollen lymph nodes in the neck, under arms, and groin,Rashes,Skin sores (lesions),Reddish or purplish color in a circle around spider bite,Bright red or reddish-purple gums,Swollen lymph nodes near the infection",Acne
5725,,"Fatigue(Feeling Tired),Sleepiness,Unusual sleepiness or tiredness",Acne
5726,,"Pain in the abdomen,Fainting/Drowsiness,Unintentional weight loss,Vomiting blood,Confusion,fever,Clay-colored stools,Easy bruising and bleeding,Chills,Black, tarry stools,Episodes of confusion,dark urine,Extremely itchy bumps or blisters, most often on the elbows, knees, back, and buttocks",Acne
5727,,"Hearing loss,Hearing problems,High risk of hearing loss due to infections",Acne
5728,,"Extremely itchy bumps or blisters, most often on the elbows, knees, back, and buttocks,Muscle aches in the lower back, buttocks, thighs, or knees,Ulcers in the mouth and throat, and similar sores on the feet, hands, and buttocks,Bumps feel like very rough sandpaper",Acne
5729,,"Nausea and vomiting,fever,Blood in the urine,Inability to pass urine,Chills,Foamy appearance of urine",Acne
5730,,"Testicles that have not come down (undescended),Decreased coordination of movements (ataxia) in late childhood that can include ataxic gait (cerebellar ataxia), jerky gait, unsteadiness,In men, impotence, shrinking of the testicles, and breast swelling,Blood clots,Flat feet,Breasts that feel full, swollen, or heavy,Small penis size",Acne
5731,,"fever,Visual impairment or blindness,Irritability,Trouble feeding,Vomiting,Restlessness,Poor feeding,Muscle weakness,Failure to thrive",Acne
5732,,"Pale skin,Fatigue(Feeling Tired),Dehydration,Loss of appetite,Pain or feeling of fullness below the ribs from an enlarged liver or spleen,Skin infections,Irritability,Swelling (edema) in any area of the body, especially in the legs,Decreased appetite (may also be increased or unchanged),Enlarged lymph nodes, liver, or spleen,Hair loss,Impaired growth in children",Urinary Tract Infection
5733,,"Lack of coordination,Difficulty swallowing liquids and solids,Headache,Walking problems (unsteady gait) that can lead to falls,Pain in the arms or legs,Difficulty swallowing -- choking easily, drooling, or gagging,Unstable or jerky walking,Loss of muscle function or paralysis of the lower legs",Urinary Tract Infection
5734,,"Fainting/Drowsiness,Nausea and vomiting,Hearing loss,Ringing (tinnitus) in the affected ear,Loss of balance,Repetitive eye movements (nystagmus),Blurred vision,Jerky or abnormal eye movements (nystagmus) late in the disease,Difficulty in thinking,Strange eye movements (nystagmus),Ear noise/buzzing (also called pulsatile tinnitus),Vertigo (sensation that surroundings are spinning) with nausea and vomiting",Urinary Tract Infection
5735,,"Severe pain in the throat,Hoarseness,Sinusitis(sinus infection),Sore throat,Pain in throat,viral infection,Scratchy throat,Dry cough",Urinary Tract Infection
